Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,collection_date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id
ERR5699379,AMPLICON,assembly,69,75301381,PRJEB43269,SAMEA8498188,14035898,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414792,SAMEA8498188,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498188,cov-20210322v3f5,ERS6183008,ERP127218,cov-20210322v3f5,SARS-Cov2 Haut-de-France samples,250321-254
ERR5699380,AMPLICON,assembly,68,71689044,PRJEB43269,SAMEA8498189,10682944,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414793,SAMEA8498189,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498189,cov-20210322v3f6,ERS6183009,ERP127218,cov-20210322v3f6,SARS-Cov2 Haut-de-France samples,250321-255
ERR5699381,AMPLICON,assembly,69,77038118,PRJEB43269,SAMEA8498190,10836355,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414794,SAMEA8498190,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498190,cov-20210322v3f7,ERS6183010,ERP127218,cov-20210322v3f7,SARS-Cov2 Haut-de-France samples,250321-256
ERR5699382,AMPLICON,assembly,68,64235112,PRJEB43269,SAMEA8498191,9216594,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414795,SAMEA8498191,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498191,cov-20210322v3f8,ERS6183011,ERP127218,cov-20210322v3f8,SARS-Cov2 Haut-de-France samples,250321-257
ERR5699383,AMPLICON,assembly,69,77710630,PRJEB43269,SAMEA8498192,12643458,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414796,SAMEA8498192,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498192,cov-20210322v3f9,ERS6183012,ERP127218,cov-20210322v3f9,SARS-Cov2 Haut-de-France samples,250321-258
ERR5699384,AMPLICON,assembly,68,54506683,PRJEB43269,SAMEA8498193,8271667,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414797,SAMEA8498193,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498193,cov-20210322v3g1,ERS6183013,ERP127218,cov-20210322v3g1,SARS-Cov2 Haut-de-France samples,250321-259
ERR5699385,AMPLICON,assembly,68,59543884,PRJEB43269,SAMEA8498194,8737935,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414798,SAMEA8498194,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498194,cov-20210322v3g10,ERS6183014,ERP127218,cov-20210322v3g10,SARS-Cov2 Haut-de-France samples,250321-260
ERR5699386,AMPLICON,assembly,68,72127748,PRJEB43269,SAMEA8498195,10761428,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414799,SAMEA8498195,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498195,cov-20210322v3g11,ERS6183015,ERP127218,cov-20210322v3g11,SARS-Cov2 Haut-de-France samples,250321-261
ERR5699387,AMPLICON,assembly,68,72936693,PRJEB43269,SAMEA8498196,10790496,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414800,SAMEA8498196,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498196,cov-20210322v3g12,ERS6183016,ERP127218,cov-20210322v3g12,SARS-Cov2 Haut-de-France samples,250321-262
ERR5699388,AMPLICON,assembly,68,66371338,PRJEB43269,SAMEA8498197,9678821,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414801,SAMEA8498197,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498197,cov-20210322v3g2,ERS6183017,ERP127218,cov-20210322v3g2,SARS-Cov2 Haut-de-France samples,250321-263
ERR5699389,AMPLICON,assembly,69,58612683,PRJEB43269,SAMEA8498198,10428238,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414802,SAMEA8498198,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498198,cov-20210322v3g3,ERS6183018,ERP127218,cov-20210322v3g3,SARS-Cov2 Haut-de-France samples,250321-264
ERR5699390,AMPLICON,assembly,68,70053850,PRJEB43269,SAMEA8498199,10419143,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414803,SAMEA8498199,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498199,cov-20210322v3g4,ERS6183019,ERP127218,cov-20210322v3g4,SARS-Cov2 Haut-de-France samples,250321-265
ERR5699391,AMPLICON,assembly,68,74750842,PRJEB43269,SAMEA8498200,11130311,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414804,SAMEA8498200,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498200,cov-20210322v3g5,ERS6183020,ERP127218,cov-20210322v3g5,SARS-Cov2 Haut-de-France samples,250321-266
ERR5699392,AMPLICON,assembly,68,64625389,PRJEB43269,SAMEA8498201,9499129,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414805,SAMEA8498201,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498201,cov-20210322v3g6,ERS6183021,ERP127218,cov-20210322v3g6,SARS-Cov2 Haut-de-France samples,250321-267
ERR5699393,AMPLICON,assembly,68,58055724,PRJEB43269,SAMEA8498202,8859781,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414806,SAMEA8498202,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498202,cov-20210322v3g7,ERS6183022,ERP127218,cov-20210322v3g7,SARS-Cov2 Haut-de-France samples,250321-268
ERR5699394,AMPLICON,assembly,69,50905035,PRJEB43269,SAMEA8498203,8590259,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414807,SAMEA8498203,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498203,cov-20210322v3g8,ERS6183023,ERP127218,cov-20210322v3g8,SARS-Cov2 Haut-de-France samples,250321-269
ERR5699395,AMPLICON,assembly,69,72277746,PRJEB43269,SAMEA8498204,12683463,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414808,SAMEA8498204,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498204,cov-20210322v3g9,ERS6183024,ERP127218,cov-20210322v3g9,SARS-Cov2 Haut-de-France samples,250321-270
ERR5699396,AMPLICON,assembly,68,53908282,PRJEB43269,SAMEA8498205,8434219,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414809,SAMEA8498205,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498205,cov-20210322v3h1,ERS6183025,ERP127218,cov-20210322v3h1,SARS-Cov2 Haut-de-France samples,250321-271
ERR5699397,AMPLICON,assembly,68,76460144,PRJEB43269,SAMEA8498206,11775291,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414810,SAMEA8498206,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498206,cov-20210322v3h10,ERS6183026,ERP127218,cov-20210322v3h10,SARS-Cov2 Haut-de-France samples,250321-272
ERR5699398,AMPLICON,assembly,68,78771810,PRJEB43269,SAMEA8498207,11594159,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414811,SAMEA8498207,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498207,cov-20210322v3h11,ERS6183027,ERP127218,cov-20210322v3h11,SARS-Cov2 Haut-de-France samples,250321-273
ERR5699399,AMPLICON,assembly,68,78401847,PRJEB43269,SAMEA8498208,11629951,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414812,SAMEA8498208,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498208,cov-20210322v3h12,ERS6183028,ERP127218,cov-20210322v3h12,SARS-Cov2 Haut-de-France samples,250321-274
ERR5699400,AMPLICON,assembly,68,52889387,PRJEB43269,SAMEA8498209,7819064,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414813,SAMEA8498209,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498209,cov-20210322v3h2,ERS6183029,ERP127218,cov-20210322v3h2,SARS-Cov2 Haut-de-France samples,250321-275
ERR5699401,AMPLICON,assembly,69,62401710,PRJEB43269,SAMEA8498210,9299526,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414814,SAMEA8498210,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498210,cov-20210322v3h3,ERS6183030,ERP127218,cov-20210322v3h3,SARS-Cov2 Haut-de-France samples,250321-276
ERR5699402,AMPLICON,assembly,68,66047849,PRJEB43269,SAMEA8498211,9612406,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414815,SAMEA8498211,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498211,cov-20210322v3h4,ERS6183031,ERP127218,cov-20210322v3h4,SARS-Cov2 Haut-de-France samples,250321-277
ERR5699403,AMPLICON,assembly,68,77208801,PRJEB43269,SAMEA8498212,12435446,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414816,SAMEA8498212,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498212,cov-20210322v3h5,ERS6183032,ERP127218,cov-20210322v3h5,SARS-Cov2 Haut-de-France samples,250321-278
ERR5699404,AMPLICON,assembly,69,54821555,PRJEB43269,SAMEA8498213,10549420,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414817,SAMEA8498213,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498213,cov-20210322v3h6,ERS6183033,ERP127218,cov-20210322v3h6,SARS-Cov2 Haut-de-France samples,250321-279
ERR5699405,AMPLICON,assembly,69,69232738,PRJEB43269,SAMEA8498214,11149027,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414818,SAMEA8498214,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498214,cov-20210322v3h7,ERS6183034,ERP127218,cov-20210322v3h7,SARS-Cov2 Haut-de-France samples,250321-280
ERR5699406,AMPLICON,assembly,70,68085244,PRJEB43269,SAMEA8498215,12716214,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414819,SAMEA8498215,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498215,cov-20210322v3h8,ERS6183035,ERP127218,cov-20210322v3h8,SARS-Cov2 Haut-de-France samples,250321-281
ERR5699407,AMPLICON,assembly,68,71300888,PRJEB43269,SAMEA8498216,11474982,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414820,SAMEA8498216,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498216,cov-20210322v3h9,ERS6183036,ERP127218,cov-20210322v3h9,SARS-Cov2 Haut-de-France samples,250321-282
ERR5699408,AMPLICON,assembly,70,45962414,PRJEB43269,SAMEA8498217,8040496,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414821,SAMEA8498217,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498217,cov-20210322v4a10,ERS6183037,ERP127218,cov-20210322v4a10,SARS-Cov2 Haut-de-France samples,250321-283
ERR5699409,AMPLICON,assembly,69,60849328,PRJEB43269,SAMEA8498218,9217000,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414822,SAMEA8498218,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498218,cov-20210322v4a11,ERS6183038,ERP127218,cov-20210322v4a11,SARS-Cov2 Haut-de-France samples,250321-284
ERR5699410,AMPLICON,assembly,69,74311817,PRJEB43269,SAMEA8498219,11734329,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414823,SAMEA8498219,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498219,cov-20210322v4a12,ERS6183039,ERP127218,cov-20210322v4a12,SARS-Cov2 Haut-de-France samples,250321-285
ERR5699411,AMPLICON,assembly,69,65748836,PRJEB43269,SAMEA8498220,11268584,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414824,SAMEA8498220,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498220,cov-20210322v4a2,ERS6183040,ERP127218,cov-20210322v4a2,SARS-Cov2 Haut-de-France samples,250321-286
